THIS	THIS	d	THIS	this	0
malice	malice	n1	malice	malice	0
:	:	:	:	:	0
and	and	cc	and	and	0
therfore	therfore	av	therefore	therefore	0
all	all	d	all	all	0
such	such	d	such	such	0
oathes	oathes	n2	oaths	oath	0
are	are	vbr	are	be	0
by	by	p-acp	by	by	0
zealous	zealous	j	zealous	zealous	0
Catholikes	Catholikes	njp2	Catholics	catholic	0
to	to	pc-acp	to	to	0
be	be	vbi	be	be	0
suspected	suspected	vvn	suspected	suspect	0
:	:	:	:	:	0
much	much	av-d	much	much	0
more	more	dc	more	more	0
this	this	d	this	this	0
oath	oath	n1	oath	oath	0
,	,	,	,	,	0
which	which	r-crq	which	which	0
in	in	p-acp	in	in	0
so	so	av	so	so	0
plaine	plaine	j	plain	plain	0
wordes	wordes	n2	words	word	0
abiureth	abiureth	vvz	abjureth	abjure	0
the	the	dt	the	the	0
Popes	Popes	ng1	Popes	pope	0
lawfull	lawfull	j	lawful	lawful	0
authoritie	authoritie	n1	authority	authority	0
,	,	,	,	,	0
which	which	r-crq	which	which	0
Councels	Councels	n2	Counsels	counsel	0
,	,	,	,	,	0
and	and	cc	and	and	0
chiefe	chiefe	j-jn	chief	chief	0
Doctors	Doctors	n2	Doctors	doctor	0
do	do	vdb	do	do	0
giue	giue	vvi	give	give	0
him	him	pno31	him	he	0
,	,	,	,	,	0
and	and	cc	and	and	0
which	which	r-crq	which	which	0
he	he	pns31	he	he	0
hath	hath	vhz	hath	have	0
practised	practised	vvn	practised	practise	0
so	so	av	so	so	0
many	many	d	many	many	0
yeares	yeares	n2	years	year	0
without	without	p-acp	without	without	0
contradiction	contradiction	n1	contradiction	contradiction	0
of	of	pp-f	of	of	0
all	all	d	all	all	0
,	,	,	,	,	0
sauing	sauing	vvg	saving	save	0
here	here	av	here	here	0
∣	∣	sy	∣	∣	0
tikes	tikes	n2	tikes	tike	0
,	,	,	,	,	0
schismatikes	schismatikes	n2	schismatics	schismatic	0
,	,	,	,	,	0
and	and	cc	and	and	0
some	some	d	some	some	0
few	few	d	few	few	0
obscure	obscure	j	obscure	obscure	0
authours	authours	n2	authors	author	0
,	,	,	,	,	0
ought	ought	pi	ought	aught	0
to	to	pc-acp	to	to	0
be	be	vbi	be	be	0
houlden	houlden	vvn	holden	holden	0
as	as	c-acp	as	as	0
suspected	suspected	vvn	suspected	suspect	0
,	,	,	,	,	0
and	and	cc	and	and	0
as	as	c-acp	as	as	0
such	such	d	such	such	0
of	of	pp-f	of	of	0
all	all	d	all	all	0
ti	ti	zz	ti	ti	0
∣	∣	sy	∣	∣	0
morous	morous	j	morous	morous	0
consciences	consciences	n2	consciences	conscience	0
to	to	pc-acp	to	to	0
be	be	vbi	be	be	0
auoided	auoided	vvn	avoided	avoid	0
.	.	.	.	.	1
21.	21.	crd	21.	21.	1
VVherfore	VVherfore	c-crq	Wherefore	wherefore	0
,	,	,	,	,	0
worthy	worthy	j	worthy	worthy	0
Catholikes	Catholikes	njp2	Catholics	catholic	0
,	,	,	,	,	0
vse	vse	vvb	use	use	0
the	the	dt	the	the	0
benefit	benefit	n1	benefit	benefit	0
of	of	pp-f	of	of	0
persecution	persecution	n1	persecution	persecution	0
for	for	p-acp	for	for	0
that	that	d	that	that	0
your	your	po22	your	your	0
good	good	j	good	good	0
,	,	,	,	,	0
to	to	p-acp	to	to	0
which	which	r-crq	which	which	0
by	by	p-acp	by	by	0
God	God	np1	God	God	0
it	it	pn31	it	it	0
is	is	vbz	is	be	0
ordained	ordained	vvn	ordained	ordain	0
or	or	cc	or	or	0
permitted	permitted	vvn	permitted	permit	0
:	:	:	:	:	0
let	let	vvb	let	let	0
it	it	pn31	it	it	0
serue	serue	vvi	serve	serve	0
for	for	p-acp	for	for	0
a	a	dt	a	a	0
winde	winde	n1	wind	wind	0
to	to	pc-acp	to	to	0
blow	blow	vvi	blow	blow	0
away	away	av	away	away	0
your	your	po22	your	your	0
chaffe	chaffe	n1	chaff	chafe	0
of	of	pp-f	of	of	0
Imperfections	Imperfections	n2	Imperfections	imperfection	0
,	,	,	,	,	0
not	not	xx	not	not	0
to	to	pc-acp	to	to	0
scatter	scatter	vvi	scatter	scatter	0
the	the	dt	the	the	0
solid	solid	j	solid	solid	0
wheate	wheate	n1	wheat	wheat	0
of	of	pp-f	of	of	0
your	your	po22	your	your	0
faith	faith	n1	faith	faith	0
,	,	,	,	,	0
charitie	charitie	n1	charity	charity	0
,	,	,	,	,	0
zeale	zeale	n1	zeal	zeal	0
,	,	,	,	,	0
feruour	feruour	n1	fervour	fervour	0
,	,	,	,	,	0
and	and	cc	and	and	0
constancie	constancie	n1	constancy	constancy	0
:	:	:	:	:	0
let	let	vvb	let	let	0
it	it	pn31	it	it	0
serue	serue	vvi	serve	serve	0
for	for	p-acp	for	for	0
a	a	dt	a	a	0
red	red	j-jn	read	red	0
sea	sea	n1	sea	sea	0
to	to	pc-acp	to	to	0
passe	passe	vvi	pass	pass	0
to	to	p-acp	to	to	0
the	the	dt	the	the	0
land	land	n1	land	land	0
of	of	pp-f	of	of	0
promise	promise	n1	promise	promise	0
with	with	p-acp	with	with	0
the	the	dt	the	the	0
Israe	Israe	np1	Israe	Israe	0
∣	∣	sy	∣	∣	0
lites	lites	vvz	lights	light	0
,	,	,	,	,	0
not	not	xx	not	not	0
to	to	pc-acp	to	to	0
drowne	drowne	vvi	drown	drown	0
you	you	pn22	you	you	0
with	with	p-acp	with	with	0
the	the	dt	the	the	0
Aegiptians	Aegiptians	njp2	Egyptians	egyptian	0
:	:	:	:	:	0
let	let	vvb	let	let	0
it	it	pn31	it	it	0
serue	serue	vvi	serve	serve	0
for	for	p-acp	for	for	0
a	a	dt	a	a	0
gale	gale	n1	gale	gale	0
of	of	pp-f	of	of	0
wind	wind	n1	wind	wind	0
to	to	pc-acp	to	to	0
set	set	vvi	set	set	0
you	you	pn22	you	you	0
onward	onward	av	onward	onward	0
to	to	p-acp	to	to	0
the	the	dt	the	the	0
hauen	hauen	n1	haven	haven	0
of	of	pp-f	of	of	0
heauen	heauen	n1	heaven	heaven	0
,	,	,	,	,	0
not	not	xx	not	not	0
for	for	p-acp	for	for	0
a	a	dt	a	a	0
boysterous	boysterous	j	boisterous	boisterous	0
blast	blast	n1	blast	blast	0
to	to	pc-acp	to	to	0
driue	driue	vvi	driven	drive	0
you	you	pn22	you	you	0
on	on	p-acp	on	on	0
the	the	dt	the	the	0
rockes	rockes	n2	rocks	rock	0
of	of	pp-f	of	of	0
scandall	scandall	n1	scandal	scandal	0
:	:	:	:	:	0
let	let	vvb	let	let	0
it	it	pn31	it	it	0
serue	serue	vvi	serve	serve	0
for	for	p-acp	for	for	0
a	a	dt	a	a	0
blast	blast	n1	blast	blast	0
to	to	pc-acp	to	to	0
enkindle	enkindle	vvi	enkindle	enkindle	0
,	,	,	,	,	0
not	not	xx	not	not	0
to	to	pc-acp	to	to	0
blow	blow	vvi	blow	blow	0
out	out	av	out	out	0
your	your	po22	your	your	0
fier	fier	n1	fire	fire	0
:	:	:	:	:	0
let	let	vvb	let	let	0
it	it	pn31	it	it	0
serue	serue	vvi	serve	serve	0
for	for	p-acp	for	for	0
a	a	dt	a	a	0
fire	fire	n1	fire	fire	0
to	to	pc-acp	to	to	0
purge	purge	vvi	purge	purge	0
you	you	pn22	you	you	0
like	like	vvb	like	like	0
gould	gould	n1	gold	gold	0
,	,	,	,	,	0
not	not	xx	not	not	0
to	to	pc-acp	to	to	0
melte	melte	vvi	melt	melt	0
and	and	cc	and	and	0
consume	consume	vvi	consume	consume	0
you	you	pn22	you	you	0
like	like	av-j	like	like	0
wax	wax	vvb	wax	wax	0
or	or	cc	or	or	0
lead	lead	vvi	led	lead	0
;	;	;	;	;	0
to	to	pc-acp	to	to	0
harden	harden	vvi	harden	harden	0
you	you	pn22	you	you	0
as	as	p-acp	as	as	0
vessels	vessels	n2	vessels	vessel	0
sit	sit	vvb	fit	sit	0
to	to	pc-acp	to	to	0
receaue	receaue	vvi	receive	receive	0
Gods	Gods	npg1	Gods	God	0
spirit	spirit	n1	spirit	spirit	0
,	,	,	,	,	0
and	and	cc	and	and	0
to	to	pc-acp	to	to	0
carrie	carrie	vvi	carry	carry	0
his	his	po31	his	his	0
name	name	n1	name	name	0
,	,	,	,	,	0
not	not	xx	not	not	0
to	to	pc-acp	to	to	0
breake	breake	vvi	break	break	0
you	you	pn22	you	you	0
in	in	p-acp	in	in	0
the	the	dt	the	the	0
heating	heating	n-vvg	heating	heat	0
.	.	.	.	.	1
And	And	cc	And	and	0
my	my	po11	my	my	0
dearest	dearest	js-jn	dearest	dear	0
.	.	.	.	.	1
(	(	(	(	(	0
I	I	pns11	I	i	0
vse	vse	vvb	use	use	0
S.	S.	n1	S.	saint	0
PETERS	PETERS	npg1	PETERS	Peter	0
words	words	n2	words	word	0
)	)	)	)	)	0
nolite	nolite	fw-la	nolite	nolite	0
peregrinari	peregrinari	fw-la	peregrinari	peregrinari	0
in	in	p-acp	in	in	0
feruore	feruore	fw-la	feruore	feruore	0
,	,	,	,	,	0
qui	qui	fw-la	qui	qui	0
ad	ad	fw-la	ad	ad	0
tentationem	tentationem	fw-la	tentationem	tentationem	0
vobis	vobis	fw-la	vobis	vobis	0
sit	sit	fw-la	sit	sit	0
,	,	,	,	,	0
quasi	quasi	fw-la	quasi	quasi	0
aliquid	aliquid	j	aliquid	aliquid	0
vobis	vobis	fw-la	vobis	vobis	0
contingat	contingat	fw-la	contingat	contingat	0
.	.	.	.	.	1
(	(	(	(	(	0
1.	1.	crd	1.	1.	1
Pet.	Pet.	np1	Pet.	Pet.	0
4.	4.	crd	4.	4.	1
Thinke	Thinke	vvb	Think	think	0
it	it	pn31	it	it	0
not	not	xx	not	not	0
straūge	straūge	j	strange	strange	0
in	in	p-acp	in	in	0
the	the	dt	the	the	0
feruour	feruour	n1	fervour	fervour	0
,	,	,	,	,	0
which	which	r-crq	which	which	0
is	is	vbz	is	be	0
to	to	p-acp	to	to	0
you	you	pn22	you	you	0
for	for	p-acp	for	for	0
a	a	dt	a	a	0
tentation	tentation	n1	tentation	tentation	0
,	,	,	,	,	0
as	as	c-acp	as	as	0
though	though	cs	though	though	0
some	some	d	some	some	0
new	new	j	new	new	0
thing	thing	n1	thing	thing	0
happened	happened	vvd	happened	happen	0
vnto	vnto	p-acp	unto	unto	0
you	you	pn22	you	you	0
.	.	.	.	.	1
It	It	pn31	It	it	0
is	is	vbz	is	be	0
no	no	dx	no	no	0
new	new	j	new	new	0
thing	thing	n1	thing	thing	0
for	for	p-acp	for	for	0
the	the	dt	the	the	0
seruantes	seruantes	n2	servants	servant	0
of	of	pp-f	of	of	0
God	God	np1	God	God	0
to	to	pc-acp	to	to	0
suffer	suffer	vvi	suffer	suffer	0
per	per	fw-la	per	per	0
∣	∣	sy	∣	∣	0
secution	secution	n1	secution	secution	0
:	:	:	:	:	0
but	but	cc-acp	but	but	0
comfort	comfort	vvb	comfort	comfort	0
your	your	po22	your	your	0
selues	selues	n2	selves	self	0
that	that	cst	that	that	0
in	in	p-acp	in	in	0
suffering	suffering	vvg	suffering	suffer	0
for	for	p-acp	for	for	0
Instice	Instice	n1	Justice	justice	0
,	,	,	,	,	0
you	you	pn22	you	you	0
are	are	vbr	are	be	0
companions	companions	n2	companions	companion	0
to	to	p-acp	to	to	0
Christ	Christ	np1	Christ	Christ	0
,	,	,	,	,	0
the	the	dt	the	the	0
Prophets	Prophets	n2	Prophets	prophet	0
,	,	,	,	,	0
Apostles	Apostles	n2	Apostles	apostle	0
,	,	,	,	,	0
and	and	cc	and	and	0
Martyrs	Martyrs	n2	Martyrs	martyr	0
.	.	.	.	.	1
Take	Take	vvb	Take	take	0
heede	heede	n1	heed	heed	0
that	that	cst	that	that	0
none	none	pix	none	none	0
of	of	pp-f	of	of	0
you	you	pn22	you	you	0
suffer	suffer	vvb	suffer	suffer	0
for	for	p-acp	for	for	0
disloyaltie	disloyaltie	n1	disloyalty	disloyalty	0
or	or	cc	or	or	0
ill	ill	j-jn	ill	ill	0
demeanour	demeanour	n1	demeanour	demeanour	0
:	:	:	:	:	0
but	but	cc-acp	but	but	0
whosoeuer	whosoeuer	r-crq	whosoever	whosoever	0
suffereth	suffereth	vvz	suffers	suffer	0
as	as	p-acp	as	as	0
a	a	dt	a	a	0
true	true	j	true	true	0
Christian	Christian	njp	Christian	christian	0
,	,	,	,	,	0
that	that	cst	that	that	0
is	is	vbz	is	be	0
,	,	,	,	,	0
as	as	c-acp	as	as	0
a	a	dt	a	a	0
Catholicke	Catholicke	jp	Catholic	catholic	0
Romane	Romane	jp	Roman	roman	0
(	(	(	(	(	0
for	for	p-acp	for	for	0
these	these	d	these	these	0
two	two	crd	two	two	0
alwayes	alwayes	av	always	always	0
go	go	vvb	go	go	0
together	together	av	together	together	0
)	)	)	)	)	0
let	let	vvb	let	let	0
him	him	pno31	him	he	0
not	not	xx	not	not	0
be	be	vbi	be	be	0
ashamed	ashamed	j	ashamed	ashamed	0
,	,	,	,	,	0
but	but	cc-acp	but	but	0
let	let	vvb	let	let	0
him	him	pno31	him	he	0
glorine	glorine	n1	glorine	glorine	0
God	God	np1	God	God	0
(	(	(	(	(	0
1.	1.	crd	1.	1.	1
Pet.	Pet.	np1	Pet.	Pet.	0
2.	2.	crd	2.	2.	0
)	)	)	)	)	0
for	for	p-acp	for	for	0
such	such	d	such	such	0
suffering	suffering	n1	suffering	suffering	0
is	is	vbz	is	be	0
but	but	cc-acp	but	but	0
to	to	pc-acp	to	to	0
purge	purge	vvi	purge	purge	0
him	him	pno31	him	he	0
,	,	,	,	,	0
to	to	pc-acp	to	to	0
try	try	vvi	try	try	0
him	him	pno31	him	he	0
,	,	,	,	,	0
to	to	pc-acp	to	to	0
associat	associat	vvi	associate	associate	0
him	him	pno31	him	he	0
to	to	p-acp	to	to	0
Christ	Christ	np1	Christ	Christ	0
and	and	cc	and	and	0
his	his	po31	his	his	0
faith	faith	n1	faith	faith	0
,	,	,	,	,	0
to	to	pc-acp	to	to	0
marke	marke	vvi	mark	mark	0
him	him	pno31	him	he	0
for	for	p-acp	for	for	0
one	one	crd	one	one	0
of	of	pp-f	of	of	0
Christs	Christs	npg1	Christs	Christ	0
souldiers	souldiers	n2	soldiers	soldier	0
,	,	,	,	,	0
to	to	pc-acp	to	to	0
conforme	conforme	vvi	conform	conform	0
and	and	cc	and	and	0
con	con	vvi	con	con	0
∣	∣	sy	∣	∣	0
figurate	figurate	j	figurate	figurate	0
him	him	pno31	him	he	0
here	here	av	here	here	0
to	to	p-acp	to	to	0
Christ	Christ	np1	Christ	Christ	0
patient	patient	j	patient	patient	0
,	,	,	,	,	0
that	that	cst	that	that	0
he	he	pns31	he	he	0
may	may	vmb	may	may	0
be	be	vbi	be	be	0
cōfigurated	cōfigurated	vvn	configurated	configurate	0
in	in	p-acp	in	in	0
heauen	heauen	n1	heaven	heaven	0
to	to	p-acp	to	to	0
Christ	Christ	np1	Christ	Christ	0
triūphant	triūphant	j	triumphant	triumphant	0
.	.	.	.	.	1
VVherfore	VVherfore	c-crq	Wherefore	wherefore	0
plucke	plucke	vvb	pluck	pluck	0
vp	vp	a-acp	up	up	0
your	your	po22	your	your	0
hartes	hartes	n2	hearts	heart	0
,	,	,	,	,	0
and	and	cc	and	and	0
call	call	vvb	call	call	0
to	to	p-acp	to	to	0
mynd	mynd	n1	mind	mind	0
your	your	po22	your	your	0
former	former	j	former	former	0
victories	victories	n2	victories	victory	0
,	,	,	,	,	0
hetherto	hetherto	av	hitherto	hitherto	0
you	you	pn22	you	you	0
neuer	neuer	av-x	never	never	0
encountred	encountred	vvd	encountered	encounter	0
,	,	,	,	,	0
but	but	cc-acp	but	but	0
you	you	pn22	you	you	0
ouer	ouer	p-acp	over	over	0
∣	∣	sy	∣	∣	0
came	came	vvd	came	come	0
and	and	cc	and	and	0
prooued	prooued	vvd	proved	prove	0
stronger	stronger	jc	stronger	strong	0
thē	thē	pno32	them	they	0
all	all	d	all	all	0
the	the	dt	the	the	0
Tibornes	Tibornes	n2-j	Tibornes	tibornes	0
,	,	,	,	,	0
rackes	rackes	n2	racks	rack	0
,	,	,	,	,	0
and	and	cc	and	and	0
Gibbets	Gibbets	n2	Gibbets	gibbet	0
,	,	,	,	,	0
then	then	cs	then	than	0
all	all	d	all	all	0
the	the	dt	the	the	0
Engines	Engines	n2	Engines	engine	0
and	and	cc	and	and	0
Ministers	Ministers	n2	Ministers	minister	0
of	of	pp-f	of	of	0
crueltie	crueltie	n1	cruelty	cruelty	0
:	:	:	:	:	0
doe	doe	vdb	do	do	0
not	not	xx	not	not	0
now	now	av	now	now	0
by	by	p-acp	by	by	0
dastardie	dastardie	n1	dastardy	dastardy	0
and	and	cc	and	and	0
cowardlike	cowardlike	j	cowardlike	cowardlike	0
yeelding	yeelding	j-vvg	yielding	yield	0
obscure	obscure	vvb	obscure	obscure	0
your	your	po22	your	your	0
former	former	j	former	former	0
glorie	glorie	n1	glory	glory	0
,	,	,	,	,	0
and	and	cc	and	and	0
mortifie	mortifie	vvi	mortify	mortify	0
your	your	po22	your	your	0
former	former	j	former	former	0
merites	merites	n2	merits	merit	0
:	:	:	:	:	0
but	but	cc-acp	but	but	0
seing	seing	vvg	sing	sing	0
that	that	cst	that	that	0
you	you	pn22	you	you	0
haue	haue	vhb	have	have	0
of	of	pp-f	of	of	0
humane	humane	j	humane	humane	0
frailtie	frailtie	n1	frailty	frailty	0
yeelded	yeelded	vvn	yielded	yield	0
in	in	p-acp	in	in	0
this	this	d	this	this	0
one	one	crd	one	one	0
point	point	n1	point	point	0
,	,	,	,	,	0
let	let	vvb	let	let	0
this	this	d	this	this	0
your	your	po22	your	your	0
disgrace	disgrace	n1	disgrace	disgrace	0
and	and	cc	and	and	0
foile	foile	n1	foil	foil	0
receiued	receiued	vvd	received	receive	0
thereby	thereby	av	thereby	thereby	0
,	,	,	,	,	0
serue	serue	vvb	serve	serve	0
for	for	p-acp	for	for	0
a	a	dt	a	a	0
busset	busset	j-jn	busset	busset	0
of	of	pp-f	of	of	0
Satan	Satan	np1	Satan	Satan	0
to	to	pc-acp	to	to	0
humiliate	humiliate	vvi	humiliate	humiliate	0
you	you	pn22	you	you	0
with	with	p-acp	with	with	0
S.	S.	n1	S.	saint	0
PAVL	PAVL	np1	PAVL	PAVL	0
(	(	(	(	(	0
2.	2.	crd	2.	2.	1
Cor.	Cor.	np1	Cor.	Cor.	0
12.	12.	crd	12.	12.	0
)	)	)	)	)	0
least	least	cs	lest	lest	0
the	the	dt	the	the	0
greatnes	greatnes	n1	greatness	greatness	0
of	of	pp-f	of	of	0
your	your	po22	your	your	0
reuelations	reuelations	n2	revelations	revelation	0
(	(	(	(	(	0
as	as	c-acp	as	as	0
it	it	pn31	it	it	0
is	is	vbz	is	be	0
a	a	dt	a	a	0
re	re	zz	re	re	0
∣	∣	sy	∣	∣	0
uealed	uealed	vvn	vealed	veal	0
doctrine	doctrine	n1	doctrine	doctrine	0
to	to	pc-acp	to	to	0
count	count	vvi	count	count	0
it	it	pn31	it	it	0
honour	honour	n1	honour	honour	0
and	and	cc	and	and	0
felitie	felitie	n1	felitie	felitie	0
to	to	p-acp	to	to	0
suf	suf	n1	suf	suf	0
∣	∣	sy	∣	∣	0
fer	fer	p-acp	fer	for	0
for	for	c-acp	for	for	0
Christ	Christ	np1	Christ	Christ	0
)	)	)	)	)	0
might	might	vmd	might	may	0
extoll	extoll	vvi	extol	extol	0
you	you	pn22	you	you	0
:	:	:	:	:	0
let	let	vvb	let	let	0
it	it	pn31	it	it	0
serue	serue	vvi	serve	serve	0
for	for	p-acp	for	for	0
a	a	dt	a	a	0
memoriall	memoriall	n-jn	memorial	memorial	0
to	to	pc-acp	to	to	0
put	put	vvi	put	put	0
you	you	pn22	you	you	0
in	in	p-acp	in	in	0
mynd	mynd	n1	mind	mind	0
,	,	,	,	,	0
that	that	cst	that	that	0
heretofore	heretofore	av	heretofore	heretofore	0
by	by	p-acp	by	by	0
Christ	Christ	np1	Christ	Christ	0
and	and	cc	and	and	0
his	his	po31	his	his	0
graces	graces	n2	graces	grace	0
,	,	,	,	,	0
not	not	xx	not	not	0
by	by	p-acp	by	by	0
your	your	po22	your	your	0
own	own	d	own	own	0
force	force	n1	force	force	0
you	you	pn22	you	you	0
ouer	ouer	p-acp	over	over	0
∣	∣	sy	∣	∣	0
came	came	vvd	came	come	0
:	:	:	:	:	0
let	let	vvb	let	let	0
it	it	pn31	it	it	0
serue	serue	vvi	serve	serve	0
as	as	p-acp	as	as	0
a	a	dt	a	a	0
Monitour	Monitour	np1	Monitour	Monitour	0
,	,	,	,	,	0
to	to	pc-acp	to	to	0
admonish	admonish	vvi	admonish	admonish	0
you	you	pn22	you	you	0
sit	sit	vvi	fit	sit	0
∣	∣	sy	∣	∣	0
ting	ting	uh	ting	ting	0
in	in	p-acp	in	in	0
the	the	dt	the	the	0
triumphant	triumphant	j	triumphant	triumphant	0
chariot	chariot	n1	chariot	chariot	0
of	of	pp-f	of	of	0
your	your	po22	your	your	0
former	former	j	former	former	0
victo	victo	fw-la	victo	victo	0
∣	∣	sy	∣	∣	0
ries	ries	vvz	rises	rise	0
,	,	,	,	,	0
that	that	cst	that	that	0
you	you	pn22	you	you	0
are	are	vbr	are	be	0
of	of	pp-f	of	of	0
your	your	po22	your	your	0
selues	selues	n2	selves	self	0
but	but	p-acp	but	but	0
mortall	mortall	j-jn	mortal	mortal	0
and	and	cc	and	and	0
frayle	frayle	j	frail	frail	0
men	men	n2	men	man	0
:	:	:	:	:	0
let	let	vvb	let	let	0
this	this	d	this	this	0
fall	fall	n1	fallen	fall	0
make	make	vvi	make	make	0
you	you	pn22	you	you	0
rise	rise	vvb	rise	rise	0
with	with	p-acp	with	with	0
a	a	dt	a	a	0
rebounde	rebounde	vvi	rebound	rebound	0
to	to	p-acp	to	to	0
greater	greater	jc	greater	great	0
courage	courage	n1	courage	courage	0
then	then	cs	then	than	0
euer	euer	av	ever	ever	0
;	;	;	;	;	0
that	that	cst	that	that	0
so	so	av	so	so	0
all	all	d	all	all	0
thinges	thinges	n2	things	thing	0
,	,	,	,	,	0
euen	euen	av	even	even	0
falles	falles	vvz	falls	fall	0
,	,	,	,	,	0
may	may	vmb	may	may	0
cooperate	cooperate	vvi	cooperate	cooperate	0
to	to	p-acp	to	to	0
your	your	po22	your	your	0
good	good	j	good	good	0
.	.	.	.	.	1
(	(	(	(	(	0
Rom.	Rom.	np1	Rom.	Rom.	0
8.	8.	crd	8.	8.	0
)	)	)	)	)	0
22.	22.	crd	22.	22.	1
But	But	p-acp	But	but	0
my	my	po11	my	my	0
zeale	zeale	n1	zeal	zeal	0
of	of	pp-f	of	of	0
your	your	po22	your	your	0
Honour	Honour	n1	Honour	honour	0
(	(	(	(	(	0
VVorthie	VVorthie	j	Worthy	worthy	0
Catholickes	Catholickes	njp2	Catholics	catholic	0
)	)	)	)	)	0
hath	hath	vhz	hath	have	0
transported	transported	vvn	transported	transport	0
me	me	pno11	me	i	0
,	,	,	,	,	0
and	and	cc	and	and	0
made	made	vvd	made	make	0
mee	mee	pno11	me	i	0
not	not	xx	not	not	0
only	only	av-j	only	only	0
to	to	pc-acp	to	to	0
exceede	exceede	vvi	exceed	exceed	0
the	the	dt	the	the	0
limites	limites	n2	limits	limit	0
of	of	pp-f	of	of	0
an	an	dt	and	a	0
Epistle	Epistle	n1	Epistle	epistle	0
,	,	,	,	,	0
but	but	cc-acp	but	but	0
also	also	av	also	also	0
to	to	pc-acp	to	to	0
be	be	vbi	be	be	0
more	more	av-dc	more	more	0
officious	officious	j	officious	officious	0
,	,	,	,	,	0
then	then	av	then	then	0
perchaunce	perchaunce	av	perchance	perchance	0
gratefull	gratefull	j	grateful	grateful	0
to	to	p-acp	to	to	0
some	some	d	some	some	0
,	,	,	,	,	0
who	who	r-crq	who	who	0
may	may	vmb	may	may	0
thinke	thinke	vvi	think	think	0
,	,	,	,	,	0
that	that	cst	that	that	0
if	if	cs	if	if	0
I	I	pns11	I	i	0
knew	knew	vvd	knew	know	0
,	,	,	,	,	0
or	or	cc	or	or	0
at	at	p-acp	at	at	0
least	least	ds	least	least	0
fealt	fealt	n1	fealt	felt	0
the	the	dt	the	the	0
miseries	miseries	n2	misery's	misery	0
which	which	r-crq	which	which	0
they	they	pns32	they	they	0
endure	endure	vvb	endure	endure	0
,	,	,	,	,	0
I	I	pns11	I	i	0
should	should	vmd	should	shall	0
rather	rather	av-c	rather	rather	0
conde	conde	n1	cond	conde	0
∣	∣	sy	∣	∣	0
scēd	scēd	vvb	scend	scend	0
vnto	vnto	p-acp	unto	unto	0
them	them	pno32	them	they	0
with	with	p-acp	with	with	0
VViddrington	VViddrington	np1	VViddrington	VViddrington	0
,	,	,	,	,	0
then	then	av	then	then	0
vrge	vrge	vvb	urge	urge	0
them	them	pno32	them	they	0
so	so	av	so	so	0
much	much	av-d	much	much	0
to	to	pc-acp	to	to	0
refuse	refuse	vvi	refuse	refuse	0
this	this	d	this	this	0
oath	oath	n1	oath	oath	0
,	,	,	,	,	0
whose	whose	rg-crq	whose	who	0
refusall	refusall	n1	refusal	refusal	0
is	is	vbz	is	be	0
so	so	av	so	so	0
daun	daun	n1	daun	daun	0
∣	∣	sy	∣	∣	0
gerous	gerous	j	gerous	gerous	0
to	to	p-acp	to	to	0
their	their	po32	their	their	0
persons	persons	n2	persons	person	0
,	,	,	,	,	0
and	and	cc	and	and	0
pernicious	pernicious	j	pernicious	pernicious	0
to	to	p-acp	to	to	0
their	their	po32	their	their	0
estates	estates	n2	estates	estate	0
.	.	.	.	.	1
But	But	p-acp	But	but	0
I	I	pns11	I	i	0
haue	haue	vhb	have	have	0
for	for	p-acp	for	for	0
such	such	d	such	such	0
an	an	dt	and	a	0
answer	answer	n1	answer	answer	0
in	in	p-acp	in	in	0
readines	readines	n1	readiness	readiness	0
,	,	,	,	,	0
to	to	pc-acp	to	to	0
wit	wit	vvi	wit	wit	0
,	,	,	,	,	0
that	that	cst	that	that	0
I	I	pns11	I	i	0
am	am	vbm	am	be	0
not	not	xx	not	not	0
ignorant	ignorant	j	ignorant	ignorant	0
of	of	pp-f	of	of	0
your	your	po22	your	your	0
extreame	extreame	j-jn	extreme	extreme	0
afflictions	afflictions	n2	afflictions	affliction	0
,	,	,	,	,	0
and	and	cc	and	and	0
that	that	d	that	that	0
(	(	(	(	(	0
as	as	c-acp	as	as	0
I	I	pns11	I	i	0
protest	protest	vvb	protest	protest	0
)	)	)	)	)	0
I	I	pns11	I	i	0
neuer	neuer	av-x	never	never	0
thinke	thinke	vvb	think	think	0
of	of	pp-f	of	of	0
your	your	po22	your	your	0
suffe	suffe	n1	suff	suff	0
∣	∣	sy	∣	∣	0
rances	rances	n2	rances	rance	0
seriouslie	seriouslie	av-j	seriously	serious	0
,	,	,	,	,	0
but	but	cc-acp	but	but	0
I	I	pns11	I	i	0
suffer	suffer	vvb	suffer	suffer	0
with	with	p-acp	with	with	0
you	you	pn22	you	you	0
sensiblie	sensiblie	av-j	sensibly	sensible	0
,	,	,	,	,	0
and	and	cc	and	and	0
would	would	vmd	would	will	0
,	,	,	,	,	0
if	if	cs	if	if	0
so	so	av	so	so	0
I	I	pns11	I	i	0
might	might	vmd	might	may	0
ease	ease	vvi	ease	ease	0
you	you	pn22	you	you	0
,	,	,	,	,	0
spend	spend	vvb	spend	spend	0
my	my	po11	my	my	0
blood	blood	n1	blood	blood	0
,	,	,	,	,	0
and	and	cc	and	and	0
ha	ha	uh	would	ha	0
∣	∣	sy	∣	∣	0
zard	zard	n1	zard	zard	0
my	my	po11	my	my	0
life	life	n1	life	life	0
,	,	,	,	,	0
euen	euen	av	even	even	0
for	for	p-acp	for	for	0
